DrugBank ID,Name,CAS Number,Drug Type,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,PharmGKB ID,HET ID,UniProt ID,UniProt Title,GenBank ID,DPD ID,RxList Link,Pdrhealth Link,Wikipedia Link,Drugs.com link,NDC ID,ChemSpider ID,BindingDB ID,TTD ID
DB01178,Chlormezanone,80-77-3,SmallMoleculeDrug,"",D00268,2717,46505352,3619,PA448939,"","","","",,"","",http://en.wikipedia.org/wiki/Chlormezanone,"","",2616,,DAP001252
DB01179,Podofilox,477-47-4,SmallMoleculeDrug,C10871,"",10607,46505716,50305,PA450993,POD,,,,,http://www.rxlist.com/cgi/generic4/podophyllin.htm,"",http://en.wikipedia.org/wiki/Podofilox,http://www.drugs.com/cdi/podofilox-gel.html,0574-0611-05,10162,,DNC001139
DB01180,Rescinnamine,24815-24-5,SmallMoleculeDrug,C06540,D00198,5280954,46507786,28572,PA451235,"","","","",,"","",http://en.wikipedia.org/wiki/Rescinnamine,,,30295,,DAP000910
DB01181,Ifosfamide,3778-73-2,SmallMoleculeDrug,"",D00343,3690,46508335,5864,PA449964,"",,,,2246565,http://www.rxlist.com/cgi/generic2/ifosfamide.htm,"",http://en.wikipedia.org/wiki/Ifosfamide,http://www.drugs.com/cdi/ifosfamide-solution.html,0703-3427-11,3562,,DAP000537
DB01182,Propafenone,54063-53-5,SmallMoleculeDrug,C07381,"",4932,46504529,"",PA451131,"",,,,2243728,http://www.rxlist.com/cgi/generic3/propafen.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ryt1392.shtml,http://en.wikipedia.org/wiki/Propafenone,http://www.drugs.com/cdi/propafenone.html,0173-0786-01,4763,50067133,DAP000497
DB01183,Naloxone,465-65-6,SmallMoleculeDrug,C07252,"",5284596,46508816,7459,PA450586,"",,,,2148706,http://www.rxlist.com/cgi/generic3/naloxone.htm,"",http://en.wikipedia.org/wiki/Naloxone,http://www.drugs.com/cdi/naloxone.html,0409-1212-01,4447644,,DAP000097
DB01184,Domperidone,57808-66-9,SmallMoleculeDrug,"",D01745,3151,46508314,31515,PA13471105,"",,,,2238444,"","",http://en.wikipedia.org/wiki/Domperidone,"","",3039,50241107,DAP001368
DB01185,Fluoxymesterone,76-43-7,SmallMoleculeDrug,"",D00327,6446,46508867,5120,PA449675,"",,,,30902,http://www.rxlist.com/cgi/generic2/fluoxy.htm,"",http://en.wikipedia.org/wiki/Fluoxymesterone,http://www.drugs.com/cdi/fluoxymesterone.html,0009-0014-01,6205,18189,DAP000904
DB01186,Pergolide,66104-22-1,SmallMoleculeDrug,C07425,"",47811,46507604,"",PA450873,"","","","",2123320,http://www.rxlist.com/cgi/generic2/pergol.htm,"",http://en.wikipedia.org/wiki/Pergolide,http://www.drugs.com/cdi/pergolide-mesylate.html,0187-0839-01,43503,50017543,DAP000069
DB01187,Iophendylate,99-79-6,SmallMoleculeDrug,"","",3037234,46508391,"",PA450064,"",,,,,"","","","","",2301035,,
DB01188,Ciclopirox,29342-05-0,SmallMoleculeDrug,"",D01364,2749,46506333,"",PA448995,"","","","",2247228,http://www.rxlist.com/cgi/generic3/penlac.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lop1236.shtml,http://en.wikipedia.org/wiki/Ciclopirox,http://www.drugs.com/cdi/ciclopirox-cream.html,0066-8008-01,2647,50231223,DAP000466
DB01189,Desflurane,57041-67-5,SmallMoleculeDrug,C07519,D00546,42113,46505270,4445,PA449232,"",,,,2227428,http://www.rxlist.com/cgi/generic2/desflurane.htm,"",http://en.wikipedia.org/wiki/Desflurane,http://www.drugs.com/cons/desflurane-inhalation-oral-nebulization.html,10019-641-24,38403,,DAP000693
DB01190,Clindamycin,18323-44-9,SmallMoleculeDrug,C06914,D00277,29029,46506073,3745,PA449035,CLY,"","","",2258331,http://www.rxlist.com/cgi/generic2/clindam.htm,"",http://en.wikipedia.org/wiki/Clindamycin,http://www.drugs.com/clindamycin.html,0009-0331-02,27005,,DAP000409
DB01191,Dexfenfluramine,3239-44-9,SmallMoleculeDrug,"","",3337,46508388,439329,"","","","","",,http://www.rxlist.com/cgi/generic/dexfen.htm,"",http://en.wikipedia.org/wiki/Dexfenfluramine,"","",3220,,DAP001224
DB01192,Oxymorphone,76-41-5,SmallMoleculeDrug,C08019,"",5284604,46505296,"",PA450748,"","","","",1916505,http://www.rxlist.com/cgi/generic2/oxymorphone.htm,"",http://en.wikipedia.org/wiki/Oxymorphone,http://www.drugs.com/cdi/oxymorphone.html,63481-612-70,4447650,50001707,DAP001138
DB01193,Acebutolol,37517-30-9,SmallMoleculeDrug,C06803,D02338,1978,46509113,2379,"","",,,,2257599,http://www.rxlist.com/cgi/generic2/ace.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/sec1396.shtml,http://en.wikipedia.org/wiki/Acebutolol,http://www.drugs.com/cdi/acebutolol.html,0378-1200-01,1901,25755,DAP000484
DB01194,Brinzolamide,138890-62-7,SmallMoleculeDrug,C07760,D00652,68844,46507071,3176,PA448667,BZU,"","","",2238873,http://www.rxlist.com/cgi/generic3/brinzolamide.htm,"",http://en.wikipedia.org/wiki/Brinzolamide,http://www.drugs.com/cdi/brinzolamide-drops.html,0065-0275-25,62077,10885,DAP000602
DB01195,Flecainide,54143-55-4,SmallMoleculeDrug,C07001,"",3356,46508078,"",PA449646,"",,,,1966197,http://www.rxlist.com/cgi/generic2/flecainide.htm,"",http://en.wikipedia.org/wiki/Flecainide,http://www.drugs.com/cdi/flecainide.html,0089-0305-10,3239,50131434,DAP000518
DB01196,Estramustine,2998-57-4,SmallMoleculeDrug,C11228,D04066,18140,46508765,4868,"","",,,,2063794,http://www.rxlist.com/cgi/generic2/estramustine.htm,"",http://en.wikipedia.org/wiki/Estramustine,http://www.drugs.com/cdi/estramustine.html,0013-0132-02,17134,50025102,DAP001307
DB01197,Captopril,62571-86-2,SmallMoleculeDrug,"",D00251,44093,46506879,3380,PA448780,"",,,,2242791,http://www.rxlist.com/cgi/generic/captop.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cap1064.shtml,http://en.wikipedia.org/wiki/Captopril,http://www.drugs.com/captopril.html,0378-3007-01,40130,21642,DAP000589
DB01198,Zopiclone,43200-80-2,SmallMoleculeDrug,"",D01372,5735,46505233,32315,PA10236,"","",,"",2257580,"","",http://en.wikipedia.org/wiki/Zopiclone,http://www.drugs.com/cdi/eszopiclone.html,"",5533,50054136,DAP000427
DB01199,Tubocurarine,6989-98-6,SmallMoleculeDrug,"","",6000,46505279,9774,PA451811,"","",,"",640786,"","",http://en.wikipedia.org/wiki/Tubocurarine,"","",5778,,DAP000351
DB01200,Bromocriptine,25614-03-3,SmallMoleculeDrug,C06856,D03165,31101,46505504,3181,PA448671,"",,,,2236949,http://www.rxlist.com/cgi/generic3/bromocriptine.htm,"",http://en.wikipedia.org/wiki/Bromocriptine,http://www.drugs.com/cdi/bromocriptine.html,0078-0017-15,28858,,DAP001462
DB01201,Rifapentine,61379-65-5,SmallMoleculeDrug,C08059,D00879,6323497,46507322,8861,PA10180,RPT,"",,"",,http://www.rxlist.com/cgi/generic/priftin.htm,"",http://en.wikipedia.org/wiki/Rifapentine,http://www.drugs.com/cdi/rifapentine.html,0088-2100-03,4883449,,DAP000426
DB01202,Levetiracetam,102767-28-2,SmallMoleculeDrug,C07841,D00709,441341,46508406,"",PA450206,"",,,,2247028,http://www.rxlist.com/cgi/generic3/keppra.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/kep1561.shtml,http://en.wikipedia.org/wiki/Levetiracetam,http://www.drugs.com/cdi/levetiracetam.html,0121-4802-05,390096,,DAP000502
DB01203,Nadolol,42200-33-9,SmallMoleculeDrug,"",D00432,39147,46505509,7444,PA450573,"",,,,818704,http://www.rxlist.com/cgi/generic3/nadolol.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cor1102.shtml,http://en.wikipedia.org/wiki/Nadolol,http://www.drugs.com/cdi/nadolol.html,0378-0028-01,35815,25766,DAP000122
DB01204,Mitoxantrone,65271-80-9,SmallMoleculeDrug,C11195,"",4212,46504608,50729,PA450526,"",,,,2244614,http://www.rxlist.com/cgi/generic2/mitoxantrone.htm,"",http://en.wikipedia.org/wiki/Mitoxantrone,http://www.drugs.com/cdi/mitoxantrone.html,0703-4685-01,4067,,DAP000057
DB01205,Flumazenil,78755-81-4,SmallMoleculeDrug,C07825,D00697,3373,46507438,5103,PA449659,"",,,,2249561,http://www.rxlist.com/cgi/generic3/flumazenil.htm,"",http://en.wikipedia.org/wiki/Flumazenil,http://www.drugs.com/cdi/flumazenil.html,0004-6911-06,3256,26263,DAP000685
DB01206,Lomustine,13010-47-4,SmallMoleculeDrug,"",D00363,3950,46506562,"",PA450261,"",,,,360414,http://www.rxlist.com/cgi/generic2/lomustine.htm,"",http://en.wikipedia.org/wiki/Lomustine,http://www.drugs.com/cdi/lomustine-ccnu.html,0015-3030-20,3813,,DAP000991
DB01207,Ridogrel,110140-89-1,SmallMoleculeDrug,"","",5362391,46506774,"","","","","","",,"","","","","",4515025,50003795,DAP000469
DB01208,Sparfloxacin,110871-86-8,SmallMoleculeDrug,C07662,D00590,60464,46506453,9212,PA451472,"",,,,,http://www.rxlist.com/cgi/generic2/sparfloxacin.htm,"",http://en.wikipedia.org/wiki/Sparfloxacin,http://www.drugs.com/mtm/sparfloxacin.html,"",54517,,DAP000161
DB01209,Dezocine,53648-55-8,SmallMoleculeDrug,C08010,D00838,40841,46508770,4474,PA449278,"","","","",,"","","","","",37304,,DAP001100
DB01210,Levobunolol,47141-42-4,SmallMoleculeDrug,C07914,"",39468,46507518,6438,"","",,,,2241575,http://www.rxlist.com/cgi/generic/levobunolol.htm,"",http://en.wikipedia.org/wiki/Levobunolol,http://www.drugs.com/cdi/levobunolol-drops.html,0023-4526-10,36089,,DAP000303
DB01211,Clarithromycin,81103-11-9,SmallMoleculeDrug,C06912,D00276,,,3732,"","","","","",2244756,http://www.rxlist.com/cgi/generic/clarith.htm,"",http://en.wikipedia.org/wiki/Clarithromycin,http://www.drugs.com/clarithromycin.html,0378-8250-91,,,DAP000410
DB01212,Ceftriaxone,73384-59-5,SmallMoleculeDrug,C06683,"",5479530,46506458,29007,PA448866,"",,,,657409,http://www.rxlist.com/cgi/generic3/ceftriax.htm,"",http://en.wikipedia.org/wiki/Ceftriaxone,http://www.drugs.com/cdi/ceftriaxone.html,0703-0315-03,4514885,,DAP000145
DB01213,Fomepizole,7554-65-6,SmallMoleculeDrug,C07837,D00707,3406,46508566,5141,PA449697,"",,,,2242980,http://www.rxlist.com/cgi/generic/antizol.htm,"",http://en.wikipedia.org/wiki/Fomepizole,http://www.drugs.com/mtm/fomepizole.html,46129-200-02,3289,,DAP000568
DB01214,Metipranolol,22664-55-7,SmallMoleculeDrug,C07915,D02374,31477,46505935,"",PA450473,"",,,,,http://www.rxlist.com/cgi/generic3/optipran.htm,"",http://en.wikipedia.org/wiki/Metipranolol,http://www.drugs.com/cdi/metipranolol-drops.html,24208-275-07,29193,,DAP000480
DB01215,Estazolam,29975-16-4,SmallMoleculeDrug,"",D00311,3261,46507430,4858,PA449502,"",,,,2016060,http://www.rxlist.com/cgi/generic2/estaz.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/pro1359.shtml,http://en.wikipedia.org/wiki/Estazolam,http://www.drugs.com/cdi/estazolam.html,49884-349-01,3146,50240450,DAP000930
DB01216,Finasteride,98319-26-7,SmallMoleculeDrug,"",D00321,57363,46507645,5062,"",FIT,,,,2238213,http://www.rxlist.com/cgi/generic3/propecia.htm,"",http://en.wikipedia.org/wiki/Finasteride,http://www.drugs.com/cdi/finasteride.html,0378-3151-93,51714,,DAP000045
DB01217,Anastrozole,120511-73-1,SmallMoleculeDrug,C08159,D00960,2187,46504987,2704,PA448432,"",,,,2224135,http://www.rxlist.com/cgi/generic2/anastr.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ari1028.shtml,http://en.wikipedia.org/wiki/Anastrozole,http://www.drugs.com/cdi/anastrozole.html,0310-0201-30,2102,10015,DAP000627
DB01218,Halofantrine,69756-53-2,SmallMoleculeDrug,C07634,"",37393,46506753,"","","",,,,2162857,"","",http://en.wikipedia.org/wiki/Halofantrine,http://www.drugs.com/cdi/halofantrine.html,"",34303,50096846,DAP000953
DB01219,Dantrolene,7261-97-4,SmallMoleculeDrug,C06939,D02347,6914273,46504976,4317,PA449207,"","","","",1997602,http://www.rxlist.com/cgi/generic/dantrolene.htm,"",http://en.wikipedia.org/wiki/Dantrolene,http://www.drugs.com/cdi/dantrolene.html,27505-001-66,2847,,DNC001623
DB01220,Rifaximin,80621-81-4,SmallMoleculeDrug,"",D02554,6436173,46508705,"",PA10328,"","","","",,http://www.rxlist.com/cgi/generic/xifaxan.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/xif1703.shtml,http://en.wikipedia.org/wiki/Rifaximin,http://www.drugs.com/cdi/rifaximin.html,65649-301-03,4940837,,DAP001006
DB01221,Ketamine,6740-88-1,SmallMoleculeDrug,C07525,"",3821,46508295,6121,PA450144,"",,,,2246796,http://www.rxlist.com/cgi/generic3/ketamine.htm,"",http://en.wikipedia.org/wiki/Ketamine,http://www.drugs.com/cdi/ketamine.html,61570-581-10,3689,50044140,DAP001148
DB01222,Budesonide,51333-22-3,SmallMoleculeDrug,"",D00246,63006,46504869,3207,PA448681,"","","","",2241003,http://www.rxlist.com/cgi/generic/entocort.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/cx1621.shtml,http://en.wikipedia.org/wiki/Budesonide,http://www.drugs.com/cdi/budesonide-spray.html,0093-6815-45,56704,,DAP000320
DB01223,Aminophylline,317-34-0,SmallMoleculeDrug,"",D00227,9433,46508784,"",PA448378,"","","","",582662,"","",http://en.wikipedia.org/wiki/Aminophylline,http://www.drugs.com/cdi/aminophylline.html,0517-3810-25,9062,,DAP000613
DB01224,Quetiapine,111974-69-7,SmallMoleculeDrug,C07397,"",5002,46504800,8707,PA451201,"",,,,2240862,http://www.rxlist.com/cgi/generic2/quetiap.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ser1402.shtml,http://en.wikipedia.org/wiki/Quetiapine,http://www.drugs.com/cdi/quetiapine.html,0310-0275-10,4827,,DAP000001
DB01225,Enoxaparin,9005-49-6,SmallMoleculeDrug,"","",772,46507450,"",PA449463,"","",,"",2242692,http://www.rxlist.com/cgi/generic3/lovenox.htm,"",http://en.wikipedia.org/wiki/Enoxaparin,http://www.drugs.com/cdi/enoxaparin.html,0075-2915-01,751,,DAP000616
DB01226,Mivacurium,106791-40-6,SmallMoleculeDrug,C07550,"",5281042,46505071,"",PA450528,"","",,"",2087308,http://www.rxlist.com/cgi/generic3/mivacur.htm,"",http://en.wikipedia.org/wiki/Mivacurium,"",0409-4375-20,4444509,,DAP000716
DB01227,Levomethadyl Acetate,1477-40-3,SmallMoleculeDrug,C08012,D04716,15130,46507749,6441,PA450215,"","","","",,http://www.rxlist.com/cgi/generic2/levomethadyl.htm,"",http://en.wikipedia.org/wiki/Levomethadyl_Acetate,http://www.drugs.com/cons/levomethadyl.html,"",14401,,DAP001139
DB01228,Encainide,66778-36-7,SmallMoleculeDrug,C06978,"",48033,46504470,4788,"","","","","",,"","",http://en.wikipedia.org/wiki/Encainide,,0087-0732-41,43690,,DAP000519
DB01229,Paclitaxel,33069-62-4,SmallMoleculeDrug,C07394,D00491,36314,46506910,7887,PA450761,"",,,,2244372,http://www.rxlist.com/cgi/generic/paclitaxel.htm,"",http://en.wikipedia.org/wiki/Paclitaxel,http://www.drugs.com/cdi/paclitaxel.html,0703-4764-01,33395,,DNC001411
DB01231,Diphenidol,972-02-1,SmallMoleculeDrug,C06961,D03858,3055,46506486,4638,PA449351,"","","","",,"","","",http://www.drugs.com/cons/diphenidol.html,"",2947,,DAP001133
DB01232,Saquinavir,127779-20-8,SmallMoleculeDrug,"",D00429,60787,46508726,"",PA451305,"",,,,2239083,http://www.rxlist.com/cgi/generic/saquin.htm,"",http://en.wikipedia.org/wiki/Saquinavir,http://www.drugs.com/cdi/saquinavir.html,0004-0246-48,54783,50114967,DAP000171
DB01233,Metoclopramide,364-62-5,SmallMoleculeDrug,C07868,D00726,4168,46505631,107736,PA450475,"",,,,2243563,http://www.rxlist.com/cgi/generic2/metoclo.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/reg1369.shtml,http://en.wikipedia.org/wiki/Metoclopramide,http://www.drugs.com/metoclopramide.html,0591-2228-05,4024,50000491,DAP000530
DB01234,Dexamethasone,50-02-2,SmallMoleculeDrug,"",D00292,5743,46508930,41879,PA449247,DEX,,,,664227,http://www.rxlist.com/cgi/generic/dexameth.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/dec1118.shtml,http://en.wikipedia.org/wiki/Dexamethasone,http://www.drugs.com/cdi/dexamethasone-drops.html,0703-3524-03,5541,18207,DAP000007
DB01235,Levodopa,59-92-7,SmallMoleculeDrug,C00355,D00059,6047,46508120,15765,PA450213,DAH,"","","",,http://www.rxlist.com/cgi/generic3/stalevo.htm,"",http://en.wikipedia.org/wiki/Levodopa,http://www.drugs.com/mtm/levodopa.html,"",5824,,DAP000209
DB01236,Sevoflurane,28523-86-6,SmallMoleculeDrug,C07520,D00547,5206,46508591,9130,PA451341,"","","","",2172763,http://www.rxlist.com/cgi/generic/sevoflurane.htm,"",http://en.wikipedia.org/wiki/Sevoflurane,http://www.drugs.com/cdi/sevoflurane.html,0074-4456-04,5017,,DAP000694
DB01237,Bromodiphenhydramine,1808-12-4,SmallMoleculeDrug,"","",2444,46506082,59177,"","","","","",469122,"","","","","",2350,,DAP001072
DB01238,Aripiprazole,129722-12-9,SmallMoleculeDrug,C12564,D01164,60795,46505745,31236,PA10026,"","","","",,http://www.rxlist.com/cgi/generic/abilify.htm,"",http://en.wikipedia.org/wiki/Aripiprazole,http://www.drugs.com/cdi/aripiprazole.html,59148-013-15,54790,,DAP000076
DB01239,Chlorprothixene,113-59-7,SmallMoleculeDrug,C07953,D00790,667466,46508957,3651,PA448967,"","","","",,"","",http://en.wikipedia.org/wiki/Chlorprothixene,"","",2628,,DAP000833
DB01240,Epoprostenol,35121-78-9,SmallMoleculeDrug,C01312,D00106,5282411,46507362,15552,PA449479,"","","","",2230845,http://www.rxlist.com/cgi/generic/flolan.htm,"",http://en.wikipedia.org/wiki/Epoprostenol,http://www.drugs.com/cdi/epoprostenol.html,0173-0517-00,4444093,,DAP001213
DB01241,Gemfibrozil,25812-30-0,SmallMoleculeDrug,"",D00334,3463,46508264,5296,PA449750,"",,,,2241608,http://www.rxlist.com/cgi/generic/gemfib.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/lop1234.shtml,http://en.wikipedia.org/wiki/Gemfibrozil,http://www.drugs.com/gemfibrozil.html,0115-9911-13,3345,,DAP000210
DB01242,Clomipramine,303-49-1,SmallMoleculeDrug,C06918,"",2801,46505157,47780,PA449048,CXX,"","","",2244818,http://www.rxlist.com/cgi/generic/clomipr.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/ana1020.shtml,http://en.wikipedia.org/wiki/Clomipramine,http://www.drugs.com/cdi/clomipramine.html,0781-2027-31,2699,50021927,DAP000742
DB01243,Chloroxine,773-76-2,SmallMoleculeDrug,"","",2722,46508620,"",PA448956,"","","","",,"","","",http://www.drugs.com/cons/chloroxine-topical.html,0072-6850-04,2621,,
DB01244,Bepridil,64706-54-3,SmallMoleculeDrug,C06847,"",2351,46506353,3061,PA448597,BEP,"","","",,http://www.rxlist.com/cgi/generic2/bepridil.htm,"",http://en.wikipedia.org/wiki/Bepridil,http://www.drugs.com/mtm/bepridil.html,"",2261,,DAP000525
DB01245,Decamethonium,156-74-1,SmallMoleculeDrug,C11733,"",2968,46507737,4346,"",DME,"",,"",,"","",http://en.wikipedia.org/wiki/Decamethonium,,,2862,,DAP000378
DB01246,Trimeprazine,84-96-8,SmallMoleculeDrug,C07172,"",5574,46508449,"",PA451781,"",,,,1926292,"","","",,,5373,50062261,DAP001077
DB01247,Isocarboxazid,59-63-2,SmallMoleculeDrug,"",D02580,3759,46505330,"",PA450101,"","",,"",,http://www.rxlist.com/cgi/generic/isocarbo.htm,"",http://en.wikipedia.org/wiki/Isocarboxazid,http://www.drugs.com/cdi/isocarboxazid.html,30698-032-01,3628,,DAP000577
DB01248,Docetaxel,114977-28-5,SmallMoleculeDrug,C11231,"",148124,46506766,4672,PA449383,"",,,,2177080,http://www.rxlist.com/cgi/generic3/docetaxel.htm,"",http://en.wikipedia.org/wiki/Docetaxel,http://www.drugs.com/cdi/docetaxel.html,0075-8001-80,130581,,DAP000590
DB01249,Iodixanol,92339-11-2,SmallMoleculeDrug,"",D01474,3724,46504687,"",PA450056,"","",,"",2145766,"","",http://en.wikipedia.org/wiki/Iodixanol,http://www.drugs.com/mtm/iodixanol.html,0407-2222-01,3593,,
DB01250,Olsalazine,15722-48-2,SmallMoleculeDrug,C07323,D00727,6003770,46506356,"",PA450700,"","",,"",2063808,http://www.rxlist.com/cgi/cgi/generic/olsal.htm,"",http://en.wikipedia.org/wiki/Olsalazine,http://www.drugs.com/cdi/olsalazine.html,53014-726-71,4777171,,
DB01251,Gliquidone,33342-05-1,SmallMoleculeDrug,"",D02430,91610,46508425,"","","","",,"",,"","",http://en.wikipedia.org/wiki/Gliquidone,"","",82719,,DAP000924
DB01252,Mitiglinide,145375-43-5,SmallMoleculeDrug,"",D01854,3047758,46506527,"","","","","","",,"","",http://en.wikipedia.org/wiki/Mitiglinide,"","",2310083,,DAP000917
DB01253,Ergonovine,60-79-7,SmallMoleculeDrug,C07543,"",443884,46506922,4822,PA449487,"","",,"",497312,"","",http://en.wikipedia.org/wiki/Ergonovine,http://www.drugs.com/cdi/ergonovine.html,"",391970,,DAP000227
DB01254,Dasatinib,302962-49-8,SmallMoleculeDrug,"",D03658,3062316,46505143,49375,"","","","","",,http://www.rxlist.com/cgi/generic/sprycel.htm,"",http://en.wikipedia.org/wiki/Dasatinib,http://www.drugs.com/cdi/dasatinib.html,0003-0527-11,2323020,13216,DAP000004
DB01255,Lisdexamfetamine,608137-32-2,SmallMoleculeDrug,"","",11597698,46505358,"","","","","","",,http://www.rxlist.com/cgi/generic/vyvanse.htm,"",http://en.wikipedia.org/wiki/Lisdexamfetamine,http://www.drugs.com/cdi/lisdexamfetamine.html,59417-102-10,9772458,,DAP000571
DB01256,Retapamulin,224452-66-8,SmallMoleculeDrug,"","",,,"","","","","","",,http://www.rxlist.com/cgi/generic/altabax.htm,"",http://en.wikipedia.org/wiki/Retapamulin,http://www.drugs.com/cdi/retapamulin-ointment.html,0007-5180-05,,,DAP000886
DB01257,Eculizumab,219685-50-4,BiotechDrug,"","",,,"","","","","","",,http://www.rxlist.com/cgi/generic/soliris.htm,"",http://en.wikipedia.org/wiki/Eculizumab,http://www.drugs.com/cdi/eculizumab.html,25682-001-01,,,DAP000967
DB01258,Aliskiren,173334-57-1,SmallMoleculeDrug,"",D03208,5493444,46507474,601027,PA14348791,"","","","",,"","",http://en.wikipedia.org/wiki/Aliskiren,http://www.drugs.com/cdi/aliskiren.html,0078-0486-15,4591452,17950,DAP001219
DB01259,Lapatinib,388082-78-8,SmallMoleculeDrug,"",D04024,208908,46507141,49603,"",FMM,"","","",,http://www.rxlist.com/cgi/generic/tykerb.htm,"",http://en.wikipedia.org/wiki/Lapatinib,http://www.drugs.com/cdi/lapatinib.html,0173-0752-00,181006,5445,DCL000344
DB01260,Desonide,638-94-8,SmallMoleculeDrug,"",D03696,5311066,46506186,204734,PA449239,"","","","",2048639,http://www.rxlist.com/cgi/generic/desonide.htm,http://www.pdrhealth.com/drug_info/rxdrugprofiles/drugs/tri1457.shtml,http://en.wikipedia.org/wiki/Desonide,http://www.drugs.com/cdi/desonide-cream.html,0299-5770-60,4470603,,DAP001188
DB01261,Sitagliptin,486460-32-6,SmallMoleculeDrug,"","",4369359,46505822,40237,"",715,"","","",,http://www.rxlist.com/cgi/generic/januvia.htm,"",http://en.wikipedia.org/wiki/Sitagliptin,http://www.drugs.com/cdi/sitagliptin.html,0006-0221-31,3571948,13513,DAP000639
DB01262,Decitabine,2353-33-5,SmallMoleculeDrug,"",D03665,451668,46505657,50131,"","","","","",,"","",http://en.wikipedia.org/wiki/Decitabine,http://www.drugs.com/cdi/decitabine.html,62856-600-01,397844,,DAP000641
DB01263,Posaconazole,171228-49-2,SmallMoleculeDrug,"",D02555,147912,46508639,"","","","","","",,http://www.rxlist.com/cgi/generic/noxafil.htm,"",http://en.wikipedia.org/wiki/Posaconazole,http://www.drugs.com/cdi/posaconazole-suspension.html,0085-1328-01,130409,,DAP001101
DB01264,Darunavir,206361-99-1,SmallMoleculeDrug,"",D03656,213039,46506908,367163,"","","","","",2284057,http://www.rxlist.com/cgi/generic/prezista.htm,"",http://en.wikipedia.org/wiki/Darunavir,http://www.drugs.com/cdi/darunavir.html,59676-563-01,184733,8125,DAP001086
DB01265,Telbivudine,3424-98-4,SmallMoleculeDrug,"","",159269,46508706,"",PA164760861,"","","","",2288389,http://www.rxlist.com/cgi/generic/tyzeka.htm,"","",http://www.drugs.com/cdi/telbivudine.html,0078-0539-85,140081,50156567,DAP000698
DB01266,Kunecatechins,188265-33-0,SmallMoleculeDrug,"","",,,"","","","","","",,"","","","",10337-450-15,,,
DB01267,Paliperidone,144598-75-4,SmallMoleculeDrug,"",D05339,115237,46506296,"","","","","","",,http://www.rxlist.com/cgi/generic/invega.htm,http://www.pdrhealth.com/drugs/rx/rx-mono.aspx?contentFileName=inv1883.html&contentName=Invega&contentId=405,http://en.wikipedia.org/wiki/Paliperidone,http://www.drugs.com/cdi/paliperidone.html,50458-554-01,103109,,DAP000847
DB01268,Sunitinib,557795-19-4,SmallMoleculeDrug,"",D06402,5329102,46507140,38940,"",B49,"","","",2280795,http://www.rxlist.com/cgi/generic/sutent.htm,"",http://en.wikipedia.org/wiki/Sunitinib,http://www.drugs.com/cdi/sunitinib.html,0069-0550-38,4486264,4814,DCL000646
DB01269,Panitumumab,339177-26-3,BiotechDrug,"","",,,"","","",P01859,IGHG2_HUMAN,"",,"","",http://en.wikipedia.org/wiki/Panitumumab,http://www.drugs.com/cdi/panitumumab.html,55513-954-01,,,DNC000135
DB01270,Ranibizumab,347396-82-1,BiotechDrug,"",D05697,,,"","","","","","",,http://www.rxlist.com/cgi/generic/lucentis.htm,"",http://en.wikipedia.org/wiki/Ranibizumab,http://www.drugs.com/cdi/ranibizumab.html,50242-080-01,,,DAP001260
DB01271,Idursulfase,50936-59-9,BiotechDrug,"","",,,"","","","","","",,"","",http://en.wikipedia.org/wiki/Idursulfase,http://www.drugs.com/cdi/idursulfase.html,54092-700-01,,,
DB01272,Alglucosidase alfa,420784-05-0,BiotechDrug,"",D03207,,,"","","","","","",2284863,http://www.rxlist.com/cgi/generic/myozyme.htm,"",http://en.wikipedia.org/wiki/Alglucosidase_alfa,http://www.drugs.com/cdi/alglucosidase-alfa.html,58468-0150-1,,,DAP001289
DB01273,Varenicline,249296-44-4,SmallMoleculeDrug,"","",5310966,46505502,"","","","","","",,http://www.rxlist.com/cgi/generic/chantix.htm,"",http://en.wikipedia.org/wiki/Varenicline,http://www.drugs.com/cdi/varenicline.html,0069-0471-97,4470510,,DAP001535
DB01274,Arformoterol,67346-49-0,SmallMoleculeDrug,"","",3083544,46506392,408174,"","","","","",,http://www.rxlist.com/cgi/generic/brovana.htm,"","",http://www.drugs.com/cdi/arformoterol.html,63402-911-30,2340731,50151720,DAP000943
